prob_default,uncertainty,segment
0.3971186,0.021249749,Medium / Monitor
0.5731064,0.022897236,Medium / Monitor
0.58987653,0.018175973,Medium / Monitor
0.100567535,0.0090287905,Low Risk
0.48888743,0.022903321,Medium / Monitor
0.28365862,0.028846841,Low Risk
0.7511789,0.028627168,High Risk (Confident)
0.7731771,0.018625963,High Risk (Confident)
0.7359406,0.017096527,High Risk (Confident)
0.63315,0.018903917,Medium / Monitor
0.32265452,0.012680392,Medium / Monitor
0.30086416,0.016875228,Medium / Monitor
0.5409767,0.018948939,Medium / Monitor
0.56970936,0.014573373,Medium / Monitor
0.51602656,0.019486934,Medium / Monitor
0.5463098,0.022767127,Medium / Monitor
0.4622795,0.01799238,Medium / Monitor
0.5217808,0.018115094,Medium / Monitor
0.4158287,0.01571349,Medium / Monitor
0.5832152,0.034613695,Medium / Monitor
0.6526957,0.021209016,Medium / Monitor
0.4244012,0.014007322,Medium / Monitor
0.5282914,0.036311872,Medium / Monitor
0.52211154,0.030460237,Medium / Monitor
0.55395657,0.018586062,Medium / Monitor
0.4130712,0.051346574,Medium / Monitor
0.448624,0.0150558585,Medium / Monitor
0.5186349,0.01498788,Medium / Monitor
0.5735547,0.025364317,Medium / Monitor
0.14188586,0.027385794,Low Risk
0.6753017,0.018578252,Medium / Monitor
0.791137,0.0070169047,High Risk (Confident)
0.70260525,0.016918812,High Risk (Confident)
0.5913703,0.030060658,Medium / Monitor
0.3713347,0.023947833,Medium / Monitor
0.29676488,0.032398395,Low Risk
0.47718164,0.030085163,Medium / Monitor
0.24579968,0.027186926,Low Risk
0.58407444,0.016475266,Medium / Monitor
0.6677304,0.019092433,Medium / Monitor
0.6276295,0.023881434,Medium / Monitor
0.50199306,0.02060369,Medium / Monitor
0.33719286,0.041638866,Medium / Monitor
0.41397896,0.021673504,Medium / Monitor
0.63996303,0.019088898,Medium / Monitor
0.3918572,0.024682801,Medium / Monitor
0.34653085,0.011497169,Medium / Monitor
0.56681556,0.021202855,Medium / Monitor
0.28783962,0.012518814,Low Risk
0.46835712,0.017232755,Medium / Monitor
0.5866605,0.01720909,Medium / Monitor
0.3591166,0.04875996,Medium / Monitor
0.66206646,0.021914462,Medium / Monitor
0.3802987,0.04512951,Medium / Monitor
0.8024654,0.011111859,High Risk (Confident)
0.29311565,0.017700931,Low Risk
0.39863163,0.02226952,Medium / Monitor
0.46744296,0.020207543,Medium / Monitor
0.5652758,0.022858467,Medium / Monitor
0.32703924,0.027482808,Medium / Monitor
0.3753123,0.026203258,Medium / Monitor
0.67325795,0.015196953,Medium / Monitor
0.5718032,0.022240529,Medium / Monitor
0.18226276,0.032509036,Low Risk
0.75071436,0.011867171,High Risk (Confident)
0.51474,0.028382046,Medium / Monitor
0.1377854,0.030621568,Low Risk
0.8079416,0.014459092,High Risk (Confident)
0.37322345,0.023609152,Medium / Monitor
0.5420486,0.01995104,Medium / Monitor
0.3096261,0.010879443,Medium / Monitor
0.2504109,0.017335476,Low Risk
0.67415124,0.0271883,Medium / Monitor
0.3782248,0.02353153,Medium / Monitor
0.22256953,0.013561384,Low Risk
0.56803215,0.033678528,Medium / Monitor
0.6503976,0.015545497,Medium / Monitor
0.4566225,0.012541083,Medium / Monitor
0.51835746,0.017331505,Medium / Monitor
0.30558774,0.028734673,Medium / Monitor
0.33010995,0.03354368,Medium / Monitor
0.76194054,0.015337727,High Risk (Confident)
0.22575974,0.033255033,Low Risk
0.6167908,0.017104203,Medium / Monitor
0.24343781,0.040755574,Low Risk
0.5585133,0.034462314,Medium / Monitor
0.6647453,0.018692447,Medium / Monitor
0.3785202,0.016253337,Medium / Monitor
0.11821577,0.016738158,Low Risk
0.38976386,0.026957365,Medium / Monitor
0.43956307,0.018399302,Medium / Monitor
0.65234417,0.015112845,Medium / Monitor
0.50677776,0.043420296,Medium / Monitor
0.62432593,0.05523605,Medium / Monitor
0.6690197,0.01384578,Medium / Monitor
0.464993,0.0392772,Medium / Monitor
0.5101539,0.016234558,Medium / Monitor
0.54056257,0.042422257,Medium / Monitor
0.43111742,0.018632453,Medium / Monitor
0.18240613,0.01496194,Low Risk
0.2466945,0.019528124,Low Risk
0.3370083,0.026911972,Medium / Monitor
0.551198,0.03681539,Medium / Monitor
0.22039723,0.031530228,Low Risk
0.41006285,0.013660172,Medium / Monitor
0.4329396,0.014964762,Medium / Monitor
0.5104941,0.032689705,Medium / Monitor
0.104747035,0.043184597,Low Risk
0.27995506,0.024949677,Low Risk
0.48756048,0.029611193,Medium / Monitor
0.5463284,0.022494676,Medium / Monitor
0.47909775,0.01958193,Medium / Monitor
0.54862285,0.015789475,Medium / Monitor
0.40549725,0.03823028,Medium / Monitor
0.6502221,0.016890695,Medium / Monitor
0.5816501,0.020399636,Medium / Monitor
0.8168546,0.02995199,High Risk (Confident)
0.37217268,0.025019588,Medium / Monitor
0.6732782,0.01730095,Medium / Monitor
0.52218807,0.02000973,Medium / Monitor
0.4563262,0.044166036,Medium / Monitor
0.17540476,0.030398557,Low Risk
0.5367654,0.016012948,Medium / Monitor
0.44979346,0.08753644,Medium / Monitor
0.48901042,0.022346683,Medium / Monitor
0.62126213,0.02046057,Medium / Monitor
0.51484734,0.034800947,Medium / Monitor
0.36821565,0.012373464,Medium / Monitor
0.3886927,0.0154087255,Medium / Monitor
0.47871366,0.01921358,Medium / Monitor
0.35195673,0.021810677,Medium / Monitor
0.20166323,0.014000557,Low Risk
0.33483392,0.01822374,Medium / Monitor
0.58644474,0.016218906,Medium / Monitor
0.26529753,0.024088444,Low Risk
0.6031782,0.02491594,Medium / Monitor
0.28586006,0.015015469,Low Risk
0.62730885,0.029458739,Medium / Monitor
0.5778558,0.021009488,Medium / Monitor
0.46653348,0.020114291,Medium / Monitor
0.20063873,0.035436783,Low Risk
0.353415,0.03055804,Medium / Monitor
0.5582733,0.034771673,Medium / Monitor
0.5714521,0.02301468,Medium / Monitor
0.3083311,0.022784986,Medium / Monitor
0.6397526,0.01784177,Medium / Monitor
0.44919732,0.016207702,Medium / Monitor
0.5180183,0.02111029,Medium / Monitor
0.26772103,0.04851969,Low Risk
0.6085934,0.014815092,Medium / Monitor
0.20096992,0.015029985,Low Risk
0.12460574,0.015297426,Low Risk
0.41490284,0.020740056,Medium / Monitor
0.29797238,0.034485217,Low Risk
0.23934692,0.016014429,Low Risk
0.4158705,0.01583371,Medium / Monitor
0.39667785,0.017828548,Medium / Monitor
0.47978553,0.020402646,Medium / Monitor
0.40198085,0.031154867,Medium / Monitor
0.35230777,0.026170097,Medium / Monitor
0.596856,0.025602587,Medium / Monitor
0.3237093,0.01454021,Medium / Monitor
0.6944021,0.018974137,Medium / Monitor
0.37651095,0.017157571,Medium / Monitor
0.40271088,0.023532018,Medium / Monitor
0.21618727,0.014071944,Low Risk
0.4675237,0.045817968,Medium / Monitor
0.47074136,0.024350744,Medium / Monitor
0.5020366,0.02039141,Medium / Monitor
0.44708782,0.016197557,Medium / Monitor
0.3673392,0.031554125,Medium / Monitor
0.54208076,0.025059145,Medium / Monitor
0.76832294,0.018855905,High Risk (Confident)
0.08262543,0.01874238,Low Risk
0.54702336,0.023527475,Medium / Monitor
0.27230492,0.023842085,Low Risk
0.6326797,0.018293653,Medium / Monitor
0.3213417,0.10337668,Medium / Monitor
0.4469121,0.018150743,Medium / Monitor
0.5012031,0.034269247,Medium / Monitor
0.7925413,0.012953511,High Risk (Confident)
0.5053832,0.023949752,Medium / Monitor
0.37953034,0.017904308,Medium / Monitor
0.46597666,0.10049312,Escalate Zone
0.35012707,0.030068401,Medium / Monitor
0.7479441,0.017523091,High Risk (Confident)
0.5467764,0.026533086,Medium / Monitor
0.41412094,0.015796088,Medium / Monitor
0.6610834,0.013236383,Medium / Monitor
0.43609968,0.02117926,Medium / Monitor
0.6139549,0.01860217,Medium / Monitor
0.69503486,0.014697988,Medium / Monitor
0.48657504,0.024102515,Medium / Monitor
0.55205834,0.0243366,Medium / Monitor
0.16201955,0.017094212,Low Risk
0.4079538,0.015086099,Medium / Monitor
0.56132996,0.01673343,Medium / Monitor
0.7105495,0.010018018,High Risk (Confident)
0.43033856,0.032144208,Medium / Monitor
0.28300238,0.016368719,Low Risk
0.39875117,0.019785265,Medium / Monitor
0.38398463,0.018053606,Medium / Monitor
0.5741429,0.01752168,Medium / Monitor
0.470466,0.019607898,Medium / Monitor
0.8515957,0.024761403,High Risk (Confident)
0.49819052,0.015596914,Medium / Monitor
0.46848142,0.02500894,Medium / Monitor
0.55648506,0.03915317,Medium / Monitor
0.20893528,0.023297813,Low Risk
0.6945844,0.01012407,Medium / Monitor
0.49945343,0.033524048,Medium / Monitor
0.641309,0.016689321,Medium / Monitor
0.40522438,0.016954442,Medium / Monitor
0.35478428,0.03714899,Medium / Monitor
0.6873372,0.016098607,Medium / Monitor
0.47547537,0.020651653,Medium / Monitor
0.3527251,0.024878642,Medium / Monitor
0.6252753,0.017617887,Medium / Monitor
0.5490623,0.013627708,Medium / Monitor
0.61665255,0.014463891,Medium / Monitor
0.17924802,0.016168494,Low Risk
0.5306758,0.032947008,Medium / Monitor
0.40028825,0.017733503,Medium / Monitor
0.20842384,0.036902845,Low Risk
0.58163446,0.02560338,Medium / Monitor
0.28951678,0.016997723,Low Risk
0.32676393,0.021527668,Medium / Monitor
0.5565975,0.030883485,Medium / Monitor
0.15290262,0.017723054,Low Risk
0.49902984,0.019018115,Medium / Monitor
0.33791855,0.026911207,Medium / Monitor
0.29305944,0.014279448,Low Risk
0.5750264,0.016111897,Medium / Monitor
0.35880476,0.020860368,Medium / Monitor
0.5141712,0.026922887,Medium / Monitor
0.5175419,0.021756621,Medium / Monitor
0.41768992,0.013855216,Medium / Monitor
0.5468104,0.025292927,Medium / Monitor
0.26492608,0.017995281,Low Risk
0.4382936,0.042603754,Medium / Monitor
0.446899,0.0137047125,Medium / Monitor
0.61779433,0.013094399,Medium / Monitor
0.45234677,0.018196769,Medium / Monitor
0.43404654,0.017014975,Medium / Monitor
0.36807272,0.021103805,Medium / Monitor
0.55958736,0.032579035,Medium / Monitor
0.35640606,0.014731578,Medium / Monitor
0.5605823,0.013002958,Medium / Monitor
0.37257677,0.018741515,Medium / Monitor
0.45282927,0.013344301,Medium / Monitor
0.55696416,0.016469868,Medium / Monitor
0.103878394,0.017652266,Low Risk
0.40421614,0.025315609,Medium / Monitor
0.10019217,0.03206114,Low Risk
0.4601897,0.01752977,Medium / Monitor
0.2521133,0.027775578,Low Risk
0.360444,0.019407827,Medium / Monitor
0.6124924,0.020195482,Medium / Monitor
0.71472603,0.019545384,High Risk (Confident)
0.42158538,0.026427498,Medium / Monitor
0.45505106,0.017459026,Medium / Monitor
0.7572864,0.017027823,High Risk (Confident)
0.6471806,0.027418151,Medium / Monitor
0.39597875,0.01964153,Medium / Monitor
0.57874465,0.017669767,Medium / Monitor
0.35811406,0.015088754,Medium / Monitor
0.6290881,0.019857971,Medium / Monitor
0.275595,0.014886591,Low Risk
0.6317991,0.039479833,Medium / Monitor
0.6245225,0.021571554,Medium / Monitor
0.47471225,0.03281761,Medium / Monitor
0.29496002,0.036010426,Low Risk
0.49918142,0.016831035,Medium / Monitor
0.39454836,0.012071046,Medium / Monitor
0.5841796,0.019081015,Medium / Monitor
0.4946337,0.01645199,Medium / Monitor
0.3619524,0.03798453,Medium / Monitor
0.66769993,0.019933647,Medium / Monitor
0.55320203,0.021657923,Medium / Monitor
0.6536953,0.04460661,Medium / Monitor
0.30899513,0.019960236,Medium / Monitor
0.45478025,0.024262832,Medium / Monitor
0.632301,0.019438338,Medium / Monitor
0.2079535,0.02753531,Low Risk
0.2790983,0.027672812,Low Risk
0.45459425,0.01722949,Medium / Monitor
0.63433135,0.014723838,Medium / Monitor
0.64917696,0.014156397,Medium / Monitor
0.43760633,0.040405925,Medium / Monitor
0.36644077,0.0127517395,Medium / Monitor
0.68961537,0.02176613,Medium / Monitor
0.4606277,0.014035157,Medium / Monitor
0.35756668,0.020255178,Medium / Monitor
0.49715742,0.018985035,Medium / Monitor
0.28338337,0.021699287,Low Risk
0.50112647,0.022180632,Medium / Monitor
0.5254868,0.033442333,Medium / Monitor
0.564924,0.012622236,Medium / Monitor
0.74018615,0.015729567,High Risk (Confident)
0.52092654,0.0148500865,Medium / Monitor
0.43580678,0.015590698,Medium / Monitor
0.5827407,0.015984457,Medium / Monitor
0.29352382,0.049102064,Low Risk
0.40958482,0.01414578,Medium / Monitor
0.4360506,0.02247658,Medium / Monitor
0.36266312,0.014208649,Medium / Monitor
0.38098532,0.012577974,Medium / Monitor
0.62829006,0.021062873,Medium / Monitor
0.63836354,0.016945265,Medium / Monitor
0.12262853,0.026285378,Low Risk
0.5144919,0.016082646,Medium / Monitor
0.37620643,0.016469086,Medium / Monitor
0.4505424,0.019071653,Medium / Monitor
0.6064793,0.023271533,Medium / Monitor
0.4086857,0.025312506,Medium / Monitor
0.2580575,0.018751591,Low Risk
0.5997674,0.031112246,Medium / Monitor
0.45048657,0.015761593,Medium / Monitor
0.5250742,0.018614702,Medium / Monitor
0.3758861,0.023299582,Medium / Monitor
0.37194863,0.035290353,Medium / Monitor
0.17252697,0.027856544,Low Risk
0.544574,0.03304767,Medium / Monitor
0.5034002,0.021913292,Medium / Monitor
0.44065267,0.022027435,Medium / Monitor
0.6157608,0.020312985,Medium / Monitor
0.649593,0.015836408,Medium / Monitor
0.7185413,0.01022095,High Risk (Confident)
0.4437864,0.017647063,Medium / Monitor
0.6331345,0.028218552,Medium / Monitor
0.4829814,0.020030588,Medium / Monitor
0.59821564,0.017332256,Medium / Monitor
0.35643306,0.0283776,Medium / Monitor
0.4132497,0.031857908,Medium / Monitor
0.2985154,0.016494485,Low Risk
0.11582255,0.025185088,Low Risk
0.2102413,0.016419448,Low Risk
0.3374223,0.029998748,Medium / Monitor
0.5216188,0.020014364,Medium / Monitor
0.7516413,0.012749747,High Risk (Confident)
0.43543434,0.020705504,Medium / Monitor
0.31222588,0.019109705,Medium / Monitor
0.63299334,0.0126297325,Medium / Monitor
0.23324862,0.034903586,Low Risk
0.48597038,0.02296944,Medium / Monitor
0.46957585,0.015340943,Medium / Monitor
0.6080643,0.017760051,Medium / Monitor
0.47743914,0.04651303,Medium / Monitor
0.72351784,0.0190107,High Risk (Confident)
0.47873744,0.04436749,Medium / Monitor
0.48608032,0.020750968,Medium / Monitor
0.439691,0.013438196,Medium / Monitor
0.37047112,0.032817237,Medium / Monitor
0.29282796,0.05122195,Low Risk
0.54763097,0.019883987,Medium / Monitor
0.4294241,0.022747109,Medium / Monitor
0.565936,0.010735378,Medium / Monitor
0.6623575,0.033483315,Medium / Monitor
0.5181342,0.033228308,Medium / Monitor
0.37801516,0.017904164,Medium / Monitor
0.547085,0.02140429,Medium / Monitor
0.3417311,0.025614202,Medium / Monitor
0.45967272,0.018160278,Medium / Monitor
0.59352154,0.022181848,Medium / Monitor
0.23936193,0.032559995,Low Risk
0.2959431,0.019246364,Low Risk
0.6706807,0.020990878,Medium / Monitor
0.63453615,0.014454022,Medium / Monitor
0.6019153,0.018116295,Medium / Monitor
0.5491665,0.04105491,Medium / Monitor
0.4725195,0.021995213,Medium / Monitor
0.48089156,0.028191812,Medium / Monitor
0.38565663,0.029805483,Medium / Monitor
0.5445188,0.01910694,Medium / Monitor
0.6959794,0.02626179,Medium / Monitor
0.61862016,0.02928738,Medium / Monitor
0.58361423,0.02530575,Medium / Monitor
0.8333326,0.013083615,High Risk (Confident)
0.7809372,0.012118787,High Risk (Confident)
0.6424006,0.017913064,Medium / Monitor
0.6132858,0.030880557,Medium / Monitor
0.31556565,0.031094866,Medium / Monitor
0.7681952,0.015874999,High Risk (Confident)
0.533221,0.020640327,Medium / Monitor
0.39040807,0.018374745,Medium / Monitor
0.794962,0.012194131,High Risk (Confident)
0.5758358,0.01673347,Medium / Monitor
0.5569981,0.017313534,Medium / Monitor
0.42105767,0.016312174,Medium / Monitor
0.43638894,0.011630309,Medium / Monitor
0.57555264,0.020125547,Medium / Monitor
0.599903,0.014661889,Medium / Monitor
0.5118975,0.04159471,Medium / Monitor
0.6616078,0.013225091,Medium / Monitor
0.41852242,0.03537688,Medium / Monitor
0.5293371,0.037333637,Medium / Monitor
0.2672097,0.020417241,Low Risk
0.39347154,0.013133039,Medium / Monitor
0.6210356,0.016082045,Medium / Monitor
0.20127495,0.038370553,Low Risk
0.13481373,0.04936592,Low Risk
0.42042163,0.04959417,Medium / Monitor
0.46838665,0.019490497,Medium / Monitor
0.62560475,0.01362403,Medium / Monitor
0.20775953,0.031623174,Low Risk
0.5929168,0.02157808,Medium / Monitor
0.3432921,0.0129939085,Medium / Monitor
0.37291184,0.03158652,Medium / Monitor
0.42249888,0.014172795,Medium / Monitor
0.5877331,0.029544095,Medium / Monitor
0.56192356,0.03400893,Medium / Monitor
0.6026296,0.038825724,Medium / Monitor
0.3412117,0.030744443,Medium / Monitor
0.4448024,0.025130417,Medium / Monitor
0.46661797,0.023277065,Medium / Monitor
0.696723,0.018562932,Medium / Monitor
0.56157166,0.01866091,Medium / Monitor
0.2851726,0.043361545,Low Risk
0.3690525,0.01486924,Medium / Monitor
0.5008588,0.036775112,Medium / Monitor
0.46319792,0.016825637,Medium / Monitor
0.46406326,0.019534854,Medium / Monitor
0.55843824,0.032701984,Medium / Monitor
0.4923457,0.0146678565,Medium / Monitor
0.5087031,0.011289203,Medium / Monitor
0.3934084,0.0472128,Medium / Monitor
0.27685505,0.07594294,Low Risk
0.40891665,0.015020074,Medium / Monitor
0.6730433,0.014342312,Medium / Monitor
0.5201265,0.048176087,Medium / Monitor
0.50918084,0.017581042,Medium / Monitor
0.60016704,0.033423375,Medium / Monitor
0.61725676,0.01634548,Medium / Monitor
0.52030826,0.026211498,Medium / Monitor
0.27889198,0.018080872,Low Risk
0.55413693,0.01929366,Medium / Monitor
0.4038435,0.02715138,Medium / Monitor
0.37472686,0.03350928,Medium / Monitor
0.41579154,0.01647405,Medium / Monitor
0.4229444,0.026961548,Medium / Monitor
0.6006373,0.012789362,Medium / Monitor
0.6902183,0.053076524,Medium / Monitor
0.6597133,0.023704,Medium / Monitor
0.6327551,0.015232623,Medium / Monitor
0.3928442,0.014671123,Medium / Monitor
0.5118664,0.02249389,Medium / Monitor
0.59448403,0.027498534,Medium / Monitor
0.6227627,0.023166033,Medium / Monitor
0.4844548,0.037516296,Medium / Monitor
0.3169365,0.027241757,Medium / Monitor
0.4550875,0.025601422,Medium / Monitor
0.25622258,0.029586008,Low Risk
0.2076055,0.031590227,Low Risk
0.5246436,0.04074565,Medium / Monitor
0.54996264,0.017596353,Medium / Monitor
0.705916,0.017737165,High Risk (Confident)
0.785247,0.01824296,High Risk (Confident)
0.5068452,0.02456189,Medium / Monitor
0.42213184,0.026149042,Medium / Monitor
0.5922213,0.017807191,Medium / Monitor
0.3862944,0.018734612,Medium / Monitor
0.3667227,0.019980563,Medium / Monitor
0.7142224,0.016722111,High Risk (Confident)
0.49527264,0.026101593,Medium / Monitor
0.56820065,0.026885953,Medium / Monitor
0.27693522,0.040322557,Low Risk
0.43914366,0.02100781,Medium / Monitor
0.35366765,0.028149225,Medium / Monitor
0.3831991,0.021756792,Medium / Monitor
0.40425587,0.021312045,Medium / Monitor
0.43849623,0.036637694,Medium / Monitor
0.5547543,0.021144854,Medium / Monitor
0.76234764,0.015517135,High Risk (Confident)
0.43233982,0.021282593,Medium / Monitor
0.35479218,0.015705014,Medium / Monitor
0.7252575,0.024799196,High Risk (Confident)
0.59771997,0.019430157,Medium / Monitor
0.17578189,0.012809488,Low Risk
0.5936535,0.01409008,Medium / Monitor
0.3923853,0.014664631,Medium / Monitor
0.5294203,0.020566259,Medium / Monitor
0.19542296,0.026790628,Low Risk
0.2982554,0.020913385,Low Risk
0.48276743,0.03911047,Medium / Monitor
0.6243594,0.022528742,Medium / Monitor
0.6109263,0.017440064,Medium / Monitor
0.42748752,0.050838765,Medium / Monitor
0.49603403,0.013735914,Medium / Monitor
0.12615798,0.04496498,Low Risk
0.6881765,0.01926642,Medium / Monitor
0.50620997,0.012682702,Medium / Monitor
0.27490264,0.024312437,Low Risk
0.39107975,0.020422513,Medium / Monitor
0.30757877,0.04631869,Medium / Monitor
0.22864321,0.03995664,Low Risk
0.42360124,0.030793702,Medium / Monitor
0.3880624,0.019528463,Medium / Monitor
0.57918483,0.01182797,Medium / Monitor
0.440874,0.01667526,Medium / Monitor
0.340979,0.0285984,Medium / Monitor
0.41504848,0.01394174,Medium / Monitor
0.45201302,0.015193852,Medium / Monitor
0.3736898,0.020814208,Medium / Monitor
0.5086634,0.019284053,Medium / Monitor
0.5809175,0.016877012,Medium / Monitor
0.6512883,0.025956763,Medium / Monitor
0.3952311,0.025540512,Medium / Monitor
0.2548193,0.015175646,Low Risk
0.5676788,0.030854013,Medium / Monitor
0.45950502,0.021277523,Medium / Monitor
0.63569295,0.012728447,Medium / Monitor
0.4566844,0.017092578,Medium / Monitor
0.59354126,0.018408868,Medium / Monitor
0.5275972,0.021062493,Medium / Monitor
0.34221956,0.029274283,Medium / Monitor
0.50265294,0.018772438,Medium / Monitor
0.36591047,0.028821912,Medium / Monitor
0.3836339,0.039191615,Medium / Monitor
0.3573349,0.014377583,Medium / Monitor
0.31100175,0.013264888,Medium / Monitor
0.839549,0.007566136,High Risk (Confident)
0.5163196,0.016010707,Medium / Monitor
0.30738607,0.043519523,Medium / Monitor
0.1862935,0.021109533,Low Risk
0.55363333,0.014915844,Medium / Monitor
0.42601508,0.017494664,Medium / Monitor
0.6070811,0.014510932,Medium / Monitor
0.11316273,0.019476453,Low Risk
0.6266505,0.013704714,Medium / Monitor
0.65006375,0.017348114,Medium / Monitor
0.3496057,0.016062586,Medium / Monitor
0.32711032,0.0148551,Medium / Monitor
0.41301876,0.015098454,Medium / Monitor
0.30539596,0.023296328,Medium / Monitor
0.51940864,0.01907498,Medium / Monitor
0.38557586,0.01478991,Medium / Monitor
0.3584323,0.026523339,Medium / Monitor
0.356146,0.028078316,Medium / Monitor
0.6807051,0.020366106,Medium / Monitor
0.54104114,0.017479867,Medium / Monitor
0.3901804,0.018989835,Medium / Monitor
0.44367653,0.01916809,Medium / Monitor
0.25853786,0.028403679,Low Risk
0.3741384,0.035395212,Medium / Monitor
0.112558365,0.025259612,Low Risk
0.093347415,0.040761705,Low Risk
0.3487178,0.028372267,Medium / Monitor
0.77430177,0.011141694,High Risk (Confident)
0.73129094,0.009111683,High Risk (Confident)
0.13315967,0.02475775,Low Risk
0.5070993,0.017645748,Medium / Monitor
0.19081594,0.033119258,Low Risk
0.45239437,0.031333357,Medium / Monitor
0.7185723,0.017252257,High Risk (Confident)
0.68869805,0.025708951,Medium / Monitor
0.3536477,0.012567593,Medium / Monitor
0.73567605,0.012016143,High Risk (Confident)
0.5903724,0.018655868,Medium / Monitor
0.568322,0.022448715,Medium / Monitor
0.63071334,0.018801516,Medium / Monitor
0.6760771,0.035048954,Medium / Monitor
0.22290519,0.023115646,Low Risk
0.6437409,0.018024024,Medium / Monitor
0.6562006,0.019670073,Medium / Monitor
0.4434279,0.019215455,Medium / Monitor
0.77742165,0.011401296,High Risk (Confident)
0.32909325,0.032829847,Medium / Monitor
0.26703554,0.017764846,Low Risk
0.68758285,0.044355918,Medium / Monitor
0.3239134,0.022398096,Medium / Monitor
0.36244807,0.043971248,Medium / Monitor
0.32293782,0.020035462,Medium / Monitor
0.61020046,0.018697143,Medium / Monitor
0.5209288,0.028472856,Medium / Monitor
0.45034972,0.03443386,Medium / Monitor
0.46282008,0.018321903,Medium / Monitor
0.4668502,0.04281806,Medium / Monitor
0.33325613,0.026334642,Medium / Monitor
0.52429694,0.03419105,Medium / Monitor
0.7341865,0.018741028,High Risk (Confident)
0.1456966,0.028772427,Low Risk
0.34747082,0.02501876,Medium / Monitor
0.5113651,0.022543395,Medium / Monitor
0.32157618,0.043582913,Medium / Monitor
0.31267482,0.018125925,Medium / Monitor
0.18780173,0.05088174,Low Risk
0.4576138,0.01558354,Medium / Monitor
0.4101898,0.024053238,Medium / Monitor
0.47103778,0.023506211,Medium / Monitor
0.23730208,0.020611744,Low Risk
0.43694022,0.02617688,Medium / Monitor
0.53524274,0.049519338,Medium / Monitor
0.15303524,0.03716447,Low Risk
0.6716762,0.031016365,Medium / Monitor
0.6485069,0.01036786,Medium / Monitor
0.23599242,0.024783991,Low Risk
0.26289517,0.02334918,Low Risk
0.5445692,0.021249346,Medium / Monitor
0.3723425,0.032347944,Medium / Monitor
0.5359344,0.015949393,Medium / Monitor
0.53122294,0.02075475,Medium / Monitor
0.4864062,0.021939093,Medium / Monitor
0.26964438,0.021189526,Low Risk
0.65675694,0.011898502,Medium / Monitor
0.09704309,0.018692123,Low Risk
0.4930438,0.03388792,Medium / Monitor
0.34815857,0.021365866,Medium / Monitor
0.5532011,0.03262527,Medium / Monitor
0.32134876,0.06467103,Medium / Monitor
0.53984207,0.018181255,Medium / Monitor
0.59196633,0.026038354,Medium / Monitor
0.18773389,0.0116856685,Low Risk
0.55307156,0.013877915,Medium / Monitor
0.45293283,0.03686688,Medium / Monitor
0.619701,0.027443143,Medium / Monitor
0.35653985,0.017566744,Medium / Monitor
0.6264338,0.030900508,Medium / Monitor
0.26660666,0.028062453,Low Risk
0.68474555,0.013384086,Medium / Monitor
0.21194269,0.018259015,Low Risk
0.5225912,0.019541476,Medium / Monitor
0.5143421,0.039238088,Medium / Monitor
0.5706673,0.017755013,Medium / Monitor
0.25821087,0.025965879,Low Risk
0.7028683,0.01660707,High Risk (Confident)
0.48803464,0.02072461,Medium / Monitor
0.41816062,0.021033032,Medium / Monitor
0.3485141,0.018126583,Medium / Monitor
0.362093,0.014506555,Medium / Monitor
0.596121,0.022128057,Medium / Monitor
0.38396612,0.01837985,Medium / Monitor
0.323377,0.03454288,Medium / Monitor
0.3244097,0.025816273,Medium / Monitor
0.57344455,0.033228774,Medium / Monitor
0.4008526,0.026269333,Medium / Monitor
0.55562675,0.041866425,Medium / Monitor
0.28689224,0.037026856,Low Risk
0.35942647,0.02049151,Medium / Monitor
0.4781151,0.020983752,Medium / Monitor
0.6564756,0.015480135,Medium / Monitor
0.5881525,0.028722268,Medium / Monitor
0.54674315,0.016386954,Medium / Monitor
0.34067744,0.015944524,Medium / Monitor
0.59242034,0.026272621,Medium / Monitor
0.64129776,0.018555595,Medium / Monitor
0.7783225,0.04293278,High Risk (Confident)
0.5495036,0.013965868,Medium / Monitor
0.2622565,0.017717218,Low Risk
0.64138293,0.012680779,Medium / Monitor
0.789422,0.0194798,High Risk (Confident)
0.59175736,0.021638019,Medium / Monitor
0.49338982,0.042769495,Medium / Monitor
0.74532646,0.012391548,High Risk (Confident)
0.3613731,0.024492817,Medium / Monitor
0.80649054,0.007686,High Risk (Confident)
0.6430806,0.016812433,Medium / Monitor
0.26438978,0.060666393,Low Risk
0.32428867,0.028680535,Medium / Monitor
0.3011721,0.02151816,Medium / Monitor
0.48437312,0.018239008,Medium / Monitor
0.40908045,0.025075385,Medium / Monitor
0.4339281,0.066753484,Medium / Monitor
0.5061911,0.016456163,Medium / Monitor
0.7126764,0.01678441,High Risk (Confident)
0.19520359,0.014272308,Low Risk
0.20019789,0.026815472,Low Risk
0.44203988,0.023721917,Medium / Monitor
0.27129522,0.042580698,Low Risk
0.47093627,0.030066995,Medium / Monitor
0.52005553,0.0149898445,Medium / Monitor
0.52131677,0.020797703,Medium / Monitor
0.6090176,0.02234199,Medium / Monitor
0.45403302,0.02956151,Medium / Monitor
0.43677908,0.02704398,Medium / Monitor
0.36246592,0.023211591,Medium / Monitor
0.6387371,0.016967455,Medium / Monitor
0.7225406,0.016550131,High Risk (Confident)
0.6211263,0.02393354,Medium / Monitor
0.52137166,0.028958015,Medium / Monitor
0.23174208,0.017423326,Low Risk
